"name","host_name","neighbourhood","floor","price","footage","avgreview","Deal"
"Spacious home with views of Gramercy Park","Anne-Marie","Gramercy",1,289.132726,447,4.78,"Neutral"
"Cozy Guestroom ","Tammie","Flushing",5,78.12782789,419,4.24,"Good"
"Best Location in Midtown Manhattan","Gore","Hell's Kitchen",1,281.77707,190,2.1,"Good"
"Spacious Private Room ","Shula","Midwood",1,260.4750641,291,4.89,"Neutral"
"Mellow One Bedroom in Chelsea ","Spencer","Chelsea",16,534.6227964,508,2.26,"Bad"
"Modern, Spacious One Bedroom - Columbus Circle","Gary","Midtown",1,281.4971735,394,4.05,"Neutral"
"家庭式旅馆獨立衛生間套房K","Fiona","Flushing",5,78.67808484,386,3.16,"Good"
"Private entrance, own bathroom, comfy  & sunshine","Walter","Bushwick",1,197.9353879,504,3.09,"Neutral"
"Cozy and private room close to LGA.","David","East Elmhurst",5,81.59529721,505,4.15,"Good"
"Beautiful apartment in the heart of Harlem","Mamadou","East Harlem",16,514.3848989,235,3.36,"Bad"
"Stylish bedroom in new luxurious industrial apt #2","Moises","East Harlem",1,130.1456064,339,3.64,"Good"
"Huge Bedroom in Historic Harlem!","Michael","Harlem",1,129.8519362,443,2.64,"Bad"
"2BR WITH PRIVATE PATIO EAST VILLAGE","Pranjal","East Village",16,537.439257,425,2.07,"Neutral"
"Mid-century-bricks exposed in Manhattan/ 2 beds","Pierre","East Harlem",16,517.858063,211,4.22,"Bad"
"1 Bed in a Lux Apt on Wall Street","Amelia","Financial District",16,531.016179,382,3.42,"Bad"
"Great room in Bushwick!","Brian","Bushwick",1,89.65799343,252,3.94,"Good"
"Beautiful Manhattan apt. blocks from Central Park","Monica","Harlem",16,248.6681178,397,4.75,"Bad"
"Recently Renovated Boerum Hill Apt","Kayla","Boerum Hill",1,200.7826345,346,2.31,"Neutral"
"Cozy financial district manhattan spot","Melli","Financial District",1,281.0862428,154,2.85,"Bad"
"Lg Park Slope apt with Washer/Dryer & Backyard","Annette","Gowanus",1,196.8004511,598,2.94,"Neutral"
"Large bedroom in 2BDR apt. in the East Village","Marie","East Village",1,148.7459319,348,2.65,"Neutral"
"habitacion amplia y privada a 20 min de manhattan","Carolina","Bushwick",1,91.11998174,587,3.7,"Good"
"Comfortable 1 Bedroom in Greenpoint","Alex","Greenpoint",1,280.489109,171,3.3,"Bad"
"Great Room in Brooklyn","Becky","Kensington",1,88.4048606,194,2.64,"Neutral"
"Luxury 1 bedroom w/ Comfy Casper Mattress","Sideem","Astoria",5,170.3063865,300,4.27,"Neutral"
"Awesome Hells Kitchen Apt!","Cory","Hell's Kitchen",16,531.1579566,588,4.64,"Good"
"Great Loft Space in Bushwick With Private Bedroom","Ana Sofia","Bushwick",1,92.73386493,331,3.37,"Good"
"BedStuy Dream-house","Edwin","Bedford-Stuyvesant",1,194.7389233,227,3.36,"Neutral"
"Cozy Sofa Bed for Nightly Stays","Alexis","Crown Heights",1,195.6086507,308,4.06,"Good"
"Spacious & charming apartment in the heart of NYC","Elizabeth","Midtown",16,263.8195886,298,3.04,"Neutral"
"2 bedroom apartment, Fort Greene","Loukia","Fort Greene",1,203.3692809,735,2.09,"Bad"
"Nice Room for ONE (1) Person","Wilson","Crown Heights",1,90.86791479,382,3.78,"Good"
"1BD on Smith St. in Carroll Gardens","Ethan","Carroll Gardens",1,201.2984482,263,2.78,"Neutral"
"Cozy Studio in the heart of Washington Square Park","Taha","Greenwich Village",16,536.646157,261,3.18,"Bad"
"Charming apartment in Manhattan.","Ana","Gramercy",1,288.6091878,592,2.05,"Neutral"
"Best Brooklyn location - stylish and comfortable","Lindsay","Cobble Hill",1,202.7575121,345,2.17,"Neutral"
"Peaceful and private room in heart of Ft Greene","Luis & Tiana","Fort Greene",1,96.4045573,455,4.44,"Good"
"Cozy East River 1 bed/1 bath","ZVIPCO  LLC (Robert)","East Harlem",1,266.7624735,185,3.32,"Bad"
"Spacious Brooklyn Bedroom For the Month of Nov.","Luciana","Crown Heights",1,90.23636243,507,3.24,"Bad"
"Sunny & Spacious - Private Master Bedroom near JFK","Pearl","Crown Heights",1,90.01361221,212,2.94,"Bad"
"Sunny 2BR in Heart of Fort Greene","Hila","Fort Greene",1,201.7650447,168,1.85,"Bad"
"Comfortable room in quite home with queen size bed","Carla","East New York",1,189.2207909,247,1.99,"Bad"
"Tranquil Manhattan Room close to Trains","Austin","Harlem",1,127.9974483,222,4.25,"Neutral"
"Cosy and Convenient Carroll Garden","Gianni","Carroll Gardens",16,521.734032,352,3.42,"Bad"
"Spacious room in great neighborhood","Elena","Bay Ridge",1,86.82214659,169,3.29,"Neutral"
"Union Square/East Village Apartment","Ki","East Village",16,537.3383217,398,3.36,"Bad"
"Lower East Side Studio - Great location! #13","Karen","Lower East Side",16,535.6990617,400,3.62,"Bad"
"Artsy Home in the Heart of Bushwick","Mariella","Bushwick",1,89.6303508,529,4.36,"Good"
"Private Room in Crown Heights Close to Subway","Emily","Crown Heights",1,90.54504252,238,2.51,"Bad"
"ROYAL NEST FOR LE$$   ( New York City)","Uri","Midwood",1,189.9735075,641,3.25,"Good"
"Entire floor in a brownstone.","Antonia","East Harlem",16,515.6800529,315,2.36,"Bad"
"PERFECT FOR A SMALL GET AWAY.","Eddie","Flatbush",1,191.050191,225,2.3,"Bad"
"Columbus Circle Comfort, minutes from Times Square","Brent","Hell's Kitchen",16,259.9245528,241,2.2,"Bad"
"Spacious, Manhattan Home has a private room!","Jordan","Harlem",16,247.3959912,333,3.24,"Neutral"
"Ground Level 1 bedroom common areas shared","Stephanie","Crown Heights",1,89.26822944,368,3.88,"Good"
"Gem of East New York","Adonna","East New York",1,86.18251543,308,2.91,"Good"
"Sonder | Stock Exchange | Distinct 1BR + Sofa Bed","Sonder (NYC)","Financial District",16,530.4611605,580,2.01,"Bad"
"NEW Charming & Modern 2 Bed- Private Backyard!","Breanna","Crown Heights",1,196.8919012,272,2.74,"Neutral"
"Spacious Bushwick BR; Yard! ~175ft to Subway","Amos","Bushwick",1,92.67086196,416,2.16,"Neutral"
"Garden Master Bedroom in Crown Heights","Yan","Crown Heights",1,89.11362039,361,2.16,"Neutral"
"Midtown 2 Bedroom w King bed near Madison Ave","Steven","Murray Hill",16,538.2660165,317,2.52,"Bad"
"Lovely Studio in Flushing/kew Garde","Frances","Flushing",5,78.93605666,203,2.29,"Neutral"
"Bright and Beautiful 1BR in Downtown Flushing","Alan","Flushing",5,157.1109347,324,2.15,"Bad"
"Chelsea Gallery for events, exhibitions, fashion","Kevin","Chelsea",24,534.1076717,479,2.05,"Bad"
"Lovely bedroom in prime Williamsburg","Hernan","Greenpoint",1,99.64824685,795,3.43,"Good"
"1BR Apt. in Inwood (Manhattan)","Max","Inwood",16,507.9003286,240,4.68,"Bad"
"Small Full Sized Bedroom in Historic Manhattan","James","Harlem",16,244.855234,443,1.5,"Bad"
"Cozy apartment in Bed-Stuy near Subway Stations","Esteban","Bedford-Stuyvesant",1,88.76702706,348,3.45,"Good"
"COMFY BEDROOM IN THE HEART OF HARLEM","Georgy","Harlem",1,129.5057466,904,2.28,"Good"
"Private Big Room with Great Access!!!","Alba","East Elmhurst",5,82.3444661,553,2.22,"Good"
"ONLY 4.5 MILES TO MANHATTAN","Charles","Maspeth",5,165.9422602,171,3.78,"Bad"
"East Village Studio, Great Location","Jack","East Village",16,535.6069309,471,3.39,"Neutral"
"Studio apartment Chelsea NYC","Jenniffer","Chelsea",16,537.439257,200,2.37,"Good"
"13ft Ceilings > Prime Historic Brownstone Brooklyn","Jack","Clinton Hill",1,199.9725664,345,3.14,"Bad"
"Cozy Brownstone Apartment in Brooklyn","Tonya","Crown Heights",1,195.4313076,186,2.19,"Bad"
"Writer's nook in the center of Greenpoint !!!","Brian","Greenpoint",1,209.5125759,430,1.9,"Neutral"
"One bedroom with private bathroom in East Village","Rahul","East Village",1,148.5025107,392,2.53,"Neutral"
"Lovely, 2BR sun filled apartment","Julian","Greenpoint",1,206.4174324,168,2.16,"Bad"
"Sunny 1 BR apt in West Chelsea","Annie","Chelsea",1,285.1242765,613,3.26,"Neutral"
"Cozy Brooklyn Apartment","Rebecca","Bushwick",1,200.1298703,280,2.47,"Neutral"
"Private 3C Room in 4BR/2BA APT in Hell's Kitchen","David","Hell's Kitchen",1,146.1193454,400,2.41,"Neutral"
"Sunny East Village studio apartment","Suzana","East Village",1,287.0224843,165,2.65,"Bad"
"Sunny, Quiet Apt. in Manhattan","William","Harlem",16,511.9432091,772,2.2,"Neutral"
"Cozy apartment ,in uptown Manhattan","Mark","Harlem",16,511.5330483,360,3.59,"Bad"
"和缘阳光民宿 停车方便,环境优美 宽敞明亮,中英文服务｡","Emmy","Flushing",5,77.83778966,364,4.82,"Good"
"Brooklyn off J/Z, Newly Renovated","Chris","Bedford-Stuyvesant",1,130.0041356,613,3.96,"Good"
"Riverside Drive Condo with a View","Georgina","Harlem",1,127.5062361,386,3.76,"Good"
"Grand Central / United Nations Beautiful Studio!!","Mike","Midtown",1,286.0038149,437,3.04,"Neutral"
"Chic Modern Minimalism | Private Luxury Space","Julie","Bedford-Stuyvesant",1,93.98261618,351,3.28,"Good"
"Room in NYC Financial district apt","Richy","Financial District",16,259.7038724,238,2.88,"Bad"
"Greenpoint Getaway","Emily","Greenpoint",1,99.60545914,469,3.52,"Neutral"
"SUMMER  RENTAL 1BDR ON THE OCEAN IN BROOKLYN $3200","Elena","Brighton Beach",1,186.7403322,281,3.36,"Neutral"
"Private Bedroom with Exposed Brick in Chinatown!","Philip","Chinatown",1,146.9698591,303,2.79,"Good"
"Queens Artist' Corner","Sarita","Astoria",5,84.58296834,334,3.37,"Neutral"
"Sublet in Brooklyn/Lefferts Gardens","Glenn","Crown Heights",1,90.59254515,161,2.18,"Bad"
"Spacious 1br East Village Apartment","Shunan","East Village",16,536.646157,596,3.4,"Neutral"
"Cozy Room in Hell's kitchen","Flavien","Hell's Kitchen",16,261.1470638,289,2.93,"Neutral"
"Room in Astoria - 20min to  Manhattan","Olivier & Priscilla","Ditmars Steinway",5,83.82518169,337,4.05,"Good"
"NYC Empire Apartment","Blair","Kips Bay",16,537.9519023,179,2.3,"Bad"
"ENTIRE Floor,PRIVATE Bath&Entrance! SUPERHOST :))","Jasmin","Bushwick",1,198.4347833,263,3.4,"Neutral"
"Manhatten Luxurious 1 Bedroom","Kyle","Hell's Kitchen",1,285.210332,621,3.46,"Neutral"
"Room in Hells Kitchen for short term stay!","Ilija","Hell's Kitchen",16,261.7699491,366,3.78,"Neutral"
"Cozy Room in Artistic Brownstone","Karl & Catherine","Long Island City",5,142.0291477,255,4.37,"Neutral"
"Seaview Studio in  Brooklyn New york.","Natasha","Canarsie",16,508.8087966,411,4.33,"Neutral"
"Spacious Studio in the Hamilton Heights","Waleed","Harlem",1,264.1942436,328,3.72,"Neutral"
"Master Bedroom in E.Village Triplex","Rocco","East Village",16,263.3151496,291,2.12,"Good"
"Winterbreak in Brooklyn!","Giada","Bushwick",1,90.51355161,533,2.27,"Good"
"Beautiful 1B apartment in Harlem!","Milena","Harlem",16,513.4035912,204,3.33,"Bad"
"Bright & Modern Brooklyn Apartment","Desiree","Crown Heights",1,266.4212396,196,2.52,"Bad"
"Big Sunny Room in Huge DUMBO Loft","Craig","DUMBO",1,102.2732946,504,4.18,"Good"
"Flatiron Loft 3BR/1.5 Bath Best Location
30 days","Mel","Midtown",1,289.4535862,276,3.37,"Neutral"
"ART apt: QUIET, charming, GEM in GREENWICH VILLAGE","Mikaela","Greenwich Village",1,287.2137926,299,4.24,"Neutral"
"East Harlem hideaway","Ivy","East Harlem",16,517.1117584,347,3.58,"Bad"
"Room Available in Heart of Fort Greene","Nick","Fort Greene",1,201.8385165,240,3.59,"Neutral"
"Private 1st level studio near NYC","Rose","Borough Park",16,243.0734276,249,3.37,"Neutral"
"Holiday Sublet in Carroll Gardens","Stephanie","Carroll Gardens",1,134.6337653,457,3.06,"Good"
"Charming Private Bedroom & Bathroom in Flushing","Christina","Flushing",5,78.82460241,308,3.64,"Good"
"Central & Homey East Village One Bedroom","Jason & Becca","East Village",1,287.407048,467,3.13,"Neutral"
"Sonder | Stock Exchange | Calming 1BR + Kitchen","Sonder (NYC)","Financial District",16,530.2578791,349,2.18,"Bad"
"LIC Family Apt w/ Plenty of Sleeping Space","Stephen","Long Island City",5,172.2606566,480,3.34,"Bad"
"Sonder | Stock Exchange | Sunny 3BR + Sofa Bed","Sonder (NYC)","Financial District",16,531.016179,391,2.54,"Bad"
"Cozy apartment steps to subway","Joseph","Bedford-Stuyvesant",1,269.0803789,288,3.8,"Bad"
"Cozy Private Room w/ Queen-sized Bed near Columbia","Wanyi","Morningside Heights",16,248.8531224,390,2.32,"Neutral"
"Unique and spacious 1BR in Greenpoint Brooklyn","James","Greenpoint",1,205.305962,214,3.69,"Neutral"
"Hostess Dawn in Brooklyn.","Dawn","East Flatbush",1,87.77151439,267,4.61,"Good"
"Charming 2BD flt in Trendy Bushwick","Treasure","Bushwick",1,194.8110612,336,3.01,"Neutral"
"NEW TOP FLOOR APT. IN BUSHWICK PRIME LOCATION","Alvise","Bushwick",1,92.90429817,276,2.99,"Neutral"
"Sofa-bed in apartment in Astoria! Near Manhattan!","Lucca & Paula","Astoria",5,84.92350991,396,3.13,"Good"
"Artsy Private BR in Fort Greene Cumberland","Zach","Fort Greene",1,98.42992326,398,3.33,"Good"
"AMAZING ONE BED IN MEATPACKING/CHELSEA MARKET!!","Miguel","Chelsea",1,284.9533947,279,2.67,"Bad"
"Cozy Brooklyn Studio","Donna","East Flatbush",1,190.6833932,366,2.63,"Neutral"
"East Village Oasis","Guy","East Village",16,537.0386294,361,3.02,"Bad"
"Magical Room In the heart of Greenwich Village","Nickolas","Greenwich Village",1,148.422192,321,4.11,"Neutral"
"Nice room in Astoria, Queens, NYC","Don Luis","Astoria",5,94.88245164,195,2.88,"Neutral"
"Nice private room in quiet E Village apt","Michael","East Village",16,265.7697396,201,2.77,"Good"
"Huge, Sunny & Quiet","Claudia & Turi","Bedford-Stuyvesant",1,196.421634,373,3.33,"Neutral"
"5min to JFK! Private 3 bedroom Apt-Whole 1st Floor","Johann","Jamaica",5,155.8173756,247,2.79,"Bad"
"great area in East Williamsburg","Nate","Bedford-Stuyvesant",1,92.79736076,390,3.76,"Good"
"spacious apartment in Ditmas Park","Anton","Flatbush",16,511.6940771,481,4.24,"Neutral"
"Suite Dante-15 min Central Park+free street park","Ez","Astoria",5,169.1744663,489,2.68,"Neutral"
"Sonder | Hanover Square | Classic 1BR + Rooftop","Sonder","Financial District",16,530.6670592,176,3.01,"Good"
"Large & sunny private bedroom in a townhouse.","Lee","Long Island City",5,93.8375107,359,3.52,"Good"
"Beautiful bright Brooklyn Heights 1 bedroom","Lucas","Boerum Hill",1,203.9685704,399,4.52,"Neutral"
"LES/Chinatown, Bright & cozy private bedroom","Alpana","Chinatown",1,146.3974755,291,3.82,"Neutral"
"Quiet 1bedroom apartment","V","Hell's Kitchen",1,284.9533947,201,2.26,"Good"
"Beautiful Convenient Bushwick Oasis w/Trampoline","Alex","Bushwick",1,91.87525245,285,2.82,"Neutral"
"Simple, Spacious Studio With Rooftop Access","Deena","Bedford-Stuyvesant",1,196.3347476,346,3.06,"Neutral"
"Stunning Modern Suite in the Heart of Brooklyn","Guy","Crown Heights",1,90.68852094,347,3.86,"Good"
"New condo in LES/China Town, elevator","Ha","Chinatown",16,263.529264,262,3.69,"Neutral"
"PrivateBed&BathLGAMetsTimeSqUSTAFlushingQueens","Nonie","Corona",5,80.02691833,156,2.58,"Neutral"
"Private Room Available!","Nina","Harlem",1,128.9125447,230,4.4,"Bad"
"Great apartment in the heart of trendy Bushwick.","David","Bushwick",1,197.0074949,213,3.28,"Neutral"
"Park front room in the heart of Bushwick L train","Nicole","Bushwick",1,92.67086196,344,1.76,"Neutral"
"Bed Stuy Home Away From Home","Qaim","Bedford-Stuyvesant",1,198.819348,360,4.2,"Neutral"
"A Little West Village Charm","Thomas","Greenwich Village",16,265.5225543,291,2.99,"Good"
"Gorgeous Sunny, Spacious 1 bdrm in East Village","Katya","East Village",16,535.8847018,298,3.02,"Bad"
"East Village Two Bedroom","Panayiota","East Village",16,536.3570059,209,3.35,"Bad"
"Amazing apartment with great views","Bishal","Chelsea",2,288.8169454,256,3.18,"Bad"
"Bushwick _ Myrtle-Wyckoff","Luisa","Bushwick",1,90.57667527,603,4.22,"Good"
"Large, Private 2-BR Flat in the Lower East Side!","Peter","Lower East Side",16,534.7978306,505,4.46,"Neutral"
"Convenient 2 BR in Downtown Flushing Chinatown","Alan","Flushing",20,508.5588632,310,2.95,"Bad"
"Sonder | Stock Exchange | Brilliant 1BR + Laundry","Sonder (NYC)","Financial District",1,281.9902007,384,3.99,"Good"
"Bright, Modern, Safe, Clean Apartment in Astoria","Savannah","Astoria",5,166.134542,559,3.22,"Neutral"
"1 room in Chic Apt in Astoria NYC","Raul","Astoria",5,84.06257852,453,3.82,"Good"
"NY Style by the Metro and St. john's University.","Natalie","Jamaica Estates",5,77.45397515,375,2.92,"Good"
"BRIGHT DESIGNER FLAT heart of Greenwich Village","Alex","Greenwich Village",1,287.7995203,213,2.61,"Bad"
"⚡Quiet Gem w/roof deck on NY's Hottest Street⚡","Justin","East Village",1,287.2137926,471,2.18,"Neutral"
"Private room 1 block from train","Andrew","Bushwick",1,198.0125841,608,2.41,"Neutral"
"Artistic house with murals","Veronica","East Elmhurst",5,81.09081372,189,3.07,"Bad"
"Cozy and spacious apartment in heart of Bushwick","Aicha","Bushwick",1,198.0903906,479,2.61,"Bad"
"Large cozy bedroom close to Times Square 43D4","John","Hell's Kitchen",16,534.6227964,387,3.16,"Bad"
"Large Bedroom w/Private Bathroom in DUMBO","Cagla","Downtown Brooklyn",1,99.69119332,273,2.96,"Neutral"
"SoHa Bliss - Central Park North 2 Bed / 1 Bath","Aidas","Harlem",1,267.6892935,350,3.48,"Neutral"
"Cozy Wiliamsburg!","Melissa","Bushwick",1,90.96769129,283,2.73,"Neutral"
"Airy, light-filled, charming and zen duplex","Adena","Bedford-Stuyvesant",1,199.131983,170,2.98,"Bad"
"Modern Clean Loft in Prime Brooklyn","Scott","Gowanus",16,251.4103877,389,4.9,"Neutral"
"Bohemian 2 Bedroom in the East Village","Megan","East Village",1,286.5525419,366,3.49,"Neutral"
"Spacious & Sunny 1 Bedroom Gramercy/Flatiron Apt","Forrest","Midtown",1,289.3460609,414,3.52,"Neutral"
"Room In Gorgeous Gut Renovated NY Apartment","Maya","Murray Hill",1,149.1600421,265,2.19,"Neutral"
"Room steps away from TIME SQUARE","Hanna","Hell's Kitchen",16,263.0343769,224,2.93,"Bad"
"Crown Heights Hideaway","Lennie & Lincia","East Flatbush",1,88.68333456,232,3.92,"Good"
"Sunny artist bedroom in Bedstuy","Jessica","Bedford-Stuyvesant",1,92.6499695,358,2.94,"Good"
"New Large 3bd furnished space. Walk to Fast Subway","Dee","Bedford-Stuyvesant",16,515.6800529,389,4.37,"Bad"
"Large studio in Williamsburg, 4B","Krzysztof","Greenpoint",1,204.3240785,337,3.55,"Neutral"
"Artist's Studio Apartment","Jo","Greenpoint",1,275.2356428,375,2.56,"Neutral"
"The Brooklyn Haven","Val And Taylor","Bedford-Stuyvesant",1,264.1942436,267,2.86,"Bad"
"Sunny One Bedroom Heart of Lower East Side","Barak","Lower East Side",16,534.885985,167,3.43,"Bad"
"SleepEasyNY: PRIVATE SUITE | 5 STOPS TO MANHATTAN","Giedre & Andre","East Flatbush",1,192.9474278,275,1.94,"Bad"
"cute, quite, one bedroom Gramercy apartment","Andrea","Gramercy",16,537.439257,409,3.57,"Bad"
"Cozy private room","Kennedy","Bushwick",1,93.18901726,185,3.38,"Neutral"
"Bed-Stuy Apt for Groups","Melissa","Bedford-Stuyvesant",1,201.1238973,367,3.2,"Neutral"
"Beautiful, clean bedroom close to Central Park!","Jane","East Harlem",1,132.5794037,152,1.9,"Neutral"
"Standalone room in the heart of Astoria","Walter","Astoria",5,85.49871925,480,2.87,"Good"
"Private large room in midtown4F","Artem","Hell's Kitchen",1,144.2491499,240,4.7,"Neutral"
"Luxury 3 bed/ 2 bath apt in Harlem w/ terrace","G & S","Harlem",16,516.5941601,256,2.38,"Bad"
"Modern Luxury Studio in Heart of Astoria","Roger","Astoria",5,92.28292698,254,2.57,"Neutral"
"Gorgeous Sunset-facing Carroll Gardens 1 Bedroom","Patrick","Gowanus",1,200.2573693,237,1.53,"Bad"
"Stunning Central Park - 1BR","Martin","Harlem",1,132.2277967,188,3.73,"Neutral"
"Cute sunny room in big Bushwick apartment","Megan","Bushwick",1,91.95127299,346,2.65,"Neutral"
"BEAUTIFUL PRIVATE ROOM IN EAST VILLAGE","Imade","East Village",1,148.5025107,261,2.2,"Bad"
"Beautiful apartment in Manhattan!","Fred","Financial District",1,281.7066415,195,2.34,"Bad"
"Private Room in HUGE Harlem Apartment!","Brennan","Harlem",16,245.5609297,269,2.51,"Bad"
"Perfect apartments for living in❤️Manhattan","Alex","Midtown",1,283.2527145,243,3.69,"Neutral"
"East Village - private room - chill","James","East Village",1,149.3287057,412,2.14,"Neutral"
"Amazing Loft/ Bed-Stuy/ Full Cleaning Service.","Marc-Antoine","Bedford-Stuyvesant",16,516.6821015,224,3.66,"Bad"
"Private Bedroom Available June 1","Hope","East Harlem",16,516.0426209,259,2.63,"Bad"
"Entire 2 Bedroom in a smart new house","Dorina","Middle Village",5,162.1563127,193,2.76,"Bad"
